,product_value,price,SKU,brand,category,5,discount,note,platform
7,,29000,Keep ON 5GB + Viu 7 hari,3,Paket Data,,,,mitra tokopedia
8,,49700,KeepOn 16GB + Viu 30 hari,3,Paket Data,,,,mitra tokopedia
3,,49700,KeepOn 16GB + Genflix 30 hari,3,Paket Data,,,,mitra tokopedia
4,,49700,KeepOn 16GB + KlikFilm 30 hari,3,Paket Data,,,,mitra tokopedia
5,,49800,MovieMax 10GB + Klikfilm 30 hari,3,Paket Data,,,,mitra tokopedia
6,,49800,10GB + Genflix 30 hari,3,Paket Data,,,,mitra tokopedia
7,,64800,10GB + Viu 30 hari,3,Paket Data,,,,mitra tokopedia
0, 20000,20500,Rp 20.000,,PLN,,,,mitra tokopedia
2, 50000,50500,Rp 50.000,,PLN,,,,mitra tokopedia
4, 100000,100500,Rp 100.000,,PLN,,,,mitra tokopedia
6, 200000,200500,Rp 200.000,,PLN,,,,mitra tokopedia
8, 500000,500500,Rp 500.000,,PLN,,,,mitra tokopedia
10, 1000000,1000500,Rp 1.000.000,,PLN,,,,mitra tokopedia
