,SKU,price,note,category,brand
6,AXIS Mabrur Plus 5GB 10hr,249600,Set harga,Paket Data,Axis
7,AXIS PASS 7 Hari,250000,Set harga,Paket Data,Axis
8,Combo Mabrur 10 Hari,299000,Set harga,Paket Data,Axis
9,AXIS Mabrur Plus 10GB 15hr,374400,Set harga,Paket Data,Axis
10,Internet Mabrur 40 Hari,379000,Set harga,Paket Data,Axis
11,Combo Mabrur &amp; Haji 20 Hari,399000,Set harga,Paket Data,Axis
12,AXIS Mabrur Plus 10GB 20hr,474240,Set harga,Paket Data,Axis
8,Combo Mabrur 40 Hari,549000,Set harga,Paket Data,Axis
0,Paket Nelpon Obrol Sepuasnya ke Sesama 30 Hari,9900,Set harga,Paket Data,Indosat
1,Freedom Internet Sachet 2.5GB/5Hari,13750,Set harga,Paket Data,Indosat
2,Freedom Internet 5GB/5 Hari,18625,Set harga,Paket Data,Indosat
3,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,21850,Set harga,Paket Data,Indosat
4,Freedom Internet 7GB/7 Hari,23500,Set harga,Paket Data,Indosat
5,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua 30 Hari,24750,Set harga,Paket Data,Indosat
6,Indosat Paket Unlimited Nelpon Sesama 30 Hari,27500,Set harga,Paket Data,Indosat
7,Indosat Paket Unlimited Nelpon Sesama + 60 Menit All 30 Hari,28000,Set harga,Paket Data,Indosat
8,Freedom Internet 15GB/3hr,29950,Set harga,Paket Data,Indosat
4,Freedom Internet 5.5GB / 30 Hari + Bonus Kuota Zona Hingga 3.5GB,31950,Set harga,Paket Data,Indosat
5,Freedom Combo 6GB / 30 Hari,35540,Set harga,Paket Data,Indosat
6,Freedom U 5.5GB / 30 Hari,36550,Set harga,Paket Data,Indosat
7,Freedom Internet 9GB / 30 Hari + Bonus Kuota Zona Hingga 6GB,44800,Set harga,Paket Data,Indosat
8,Freedom Combo 10GB / 30 Hari,48750,Set harga,Paket Data,Indosat
9,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua 30 Hari,49000,Set harga,Paket Data,Indosat
6,Freedom U 10GB / 30 Hari,61300,Set harga,Paket Data,Indosat
7,Freedom Internet 16GB / 30 Hari + Bonus Kuota Zona Hingga 14GB,66000,Set harga,Paket Data,Indosat
8,Freedom Combo 20GB / 30 Hari,75900,Set harga,Paket Data,Indosat
5,ROAM KUOTA 1GB ASIA AUSTRALIA 3 HARI,85000,Set harga,Paket Data,Indosat
6,Freedom U 20GB / 30 Hari ,86100,Set harga,Paket Data,Indosat
7,Freedom Internet 25GB / 30 Hari + Bonus Kuota Zona Hingga 20GB,88000,Set harga,Paket Data,Indosat
8,Freedom Combo 30GB / 30 Hari,99450,Set harga,Paket Data,Indosat
7,Freedom Internet 42GB / 30 Hari + Bonus Kuota Zona Hingga 28GB,108000,Set harga,Paket Data,Indosat
8,Freedom U 35GB / 30 Hari,111400,Set harga,Paket Data,Indosat
9,Freedom U 45GB / 30 Hari,122500,Set harga,Paket Data,Indosat
6,Freedom Internet 50GB / 30 Hari,134300,Set harga,Paket Data,Indosat
7,ROAM KUOTA 2.5GB ASIA AUSTRALIA 7 HARI,164000,Set harga,Paket Data,Indosat
8,Freedom Internet 70GB / 30 Hari,169100,Set harga,Paket Data,Indosat
9,Freedom Internet 100GB / 30 Hari,197900,Set harga,Paket Data,Indosat
5,Umroh Haji Internet 10 Hari,236500,Set harga,Paket Data,Indosat
6,"Freedom Internet 100GB,90hr",247500,Set harga,Paket Data,Indosat
7,Umroh Haji Complete 10 Hari,314000,Set harga,Paket Data,Indosat
8,Umroh Haji Internet 15 Hari,314000,Set harga,Paket Data,Indosat
9,Umroh Haji Internet 20 Hari,338000,Set harga,Paket Data,Indosat
10,Umroh Haji Complete 15 Hari,434500,Set harga,Paket Data,Indosat
11,Umroh Haji Complete 20 Hari,482900,Set harga,Paket Data,Indosat
6,Umroh Haji Internet 30 Hari,482950,Set harga,Paket Data,Indosat
7,Umroh Haji Complete 30 Hari,579000,Set harga,Paket Data,Indosat
8,Umroh Haji Internet 45 Hari,628000,Set harga,Paket Data,Indosat
9,Umroh Haji Complete 45 Hari,724500,Set harga,Paket Data,Indosat
0,Happy 7GB 30 hari + Kuota Lokal 4GB,30700,Set harga,Paket Data,Tri
1,H3RO 85 Diamonds MLBB + 5GB,33700,Set harga,Paket Data,Tri
2,TRI H3RO 2GB UNLIM+VCR FF,34500,Set harga,Paket Data,Tri
3,Happy 10GB 10 hari + Kuota Lokal 4GB,37100,Set harga,Paket Data,Tri
4,AON 7GB + Kuota Lokal 4GB,41990,Set harga,Paket Data,Tri
5,AddOn 12GB,51000,Set harga,Paket Data,Tri
6,Happy 13GB 30 hari + Kuota Lokal 6GB,52750,Set harga,Paket Data,Tri
7,AON 10GB + Kuota Lokal 6GB,52750,Set harga,Paket Data,Tri
8,PAKET DATA THREE 10 GB 24JAM MASA AKTIF 30 HARI,56750,Set harga,Paket Data,Tri
9,Happy 14GB 30 hari + Kuota Lokal 10GB,58500,Set harga,Paket Data,Tri
10,AON 14GB + Kuota Lokal 7GB,63500,Set harga,Paket Data,Tri
6,H3RO 170 Diamonds MLBB + 10GB,63700,Set harga,Paket Data,Tri
7,Internet 10GB + Klikfilm 30 Hari,67500,Set harga,Paket Data,Tri
8,Internet 10GB + VIU 30 Hari,67500,Set harga,Paket Data,Tri
9,Happy 30GB 30 hari + Kuota Lokal 10GB,71900,Set harga,Paket Data,Tri
10,AON Unlimited 26GB,75900,Set harga,Paket Data,Tri
5,Happy UL 52GB,79500,Set harga,Paket Data,Tri
6,Happy 42GB 30 hari + Kuota Lokal 8GB,86500,Set harga,Paket Data,Tri
7,H3RO 296 diamonds MLBB + 25GB,97000,Set harga,Paket Data,Tri
8,AON 40GB + Kuota Lokal 10GB,103750,Set harga,Paket Data,Tri
9,Happy 50GB 30 hari + Kuota Lokal 14GB,106900,Set harga,Paket Data,Tri
10,Home 60GB,122500,Set harga,Paket Data,Tri
8,Happy 100GB 30 hari + Kuota Lokal 20GB,199900,Set harga,Paket Data,Tri
9,Happy 130GB 30 HARI,254500,Set harga,Paket Data,Tri
0,UNLIMITED HARIAN 1 GB 14 HARI,49125,Set harga,Paket Data,Smartfren
1,UNLIMITED NONSTOP 12 GB,53500,Set harga,Paket Data,Smartfren
2,KUOTA 30 GB,64100,Set harga,Paket Data,Smartfren
3,UNLIMITED HARIAN 700 MB 28 HARI,70950,Set harga,Paket Data,Smartfren
4,UNLIMITED NONSTOP 30 GB,74500,Set harga,Paket Data,Smartfren
5,UNLIMITED HARIAN 2 GB 28 HARI,81900,Set harga,Paket Data,Smartfren
6,UNLIMITED HARIAN 2 GB 28 HARI HARI,87675,Set harga,Paket Data,Smartfren
7,Plan Smartfren Kuota 2L,88500,Set harga,Paket Data,Smartfren
8,Kuota Nonstop 30GB,100000,Set harga,Paket Data,Smartfren
9,UNLIMITED NONSTOP 45 GB,107500,Set harga,Paket Data,Smartfren
10,KUOTA 60 GB,107500,Set harga,Paket Data,Smartfren
11,UNLIMITED HARIAN 3 GB 28 HARI,108500,Set harga,Paket Data,Smartfren
6,Plan Smartfren Kuota 3L,123500,Set harga,Paket Data,Smartfren
7,UNLIMITED NONSTOP 60 GB,133700,Set harga,Paket Data,Smartfren
8,Plan Smartfren Kuota 4L,147500,Set harga,Paket Data,Smartfren
9,KUOTA 90 GB,160500,Set harga,Paket Data,Smartfren
10,UNLIMITED HARIAN 1.75 GB 28 HARI,163500,Set harga,Paket Data,Smartfren
11,Internet Volume 120 GB,195000,Set harga,Paket Data,Smartfren
12,KUOTA 120 GB,213500,Set harga,Paket Data,Smartfren
0,8.500,10000,Set harga,Top Up Digital,OVO
1,18.500,20000,Set harga,Top Up Digital,OVO
2,23.500,25000,Set harga,Top Up Digital,OVO
3,28.500,30000,Set harga,Top Up Digital,OVO
4,38.500,40000,Set harga,Top Up Digital,OVO
5,43.500,45000,Set harga,Top Up Digital,OVO
6,48.500,50000,Set harga,Top Up Digital,OVO
7,53.500,55000,Set harga,Top Up Digital,OVO
8,58.500,60000,Set harga,Top Up Digital,OVO
9,68.500,70000,Set harga,Top Up Digital,OVO
10,73.500,75000,Set harga,Top Up Digital,OVO
11,78.500,80000,Set harga,Top Up Digital,OVO
6,88.500,90000,Set harga,Top Up Digital,OVO
7,93.500,95000,Set harga,Top Up Digital,OVO
8,98.500,100000,Set harga,Top Up Digital,OVO
9,123.500,125000,Set harga,Top Up Digital,OVO
10,148.500,150000,Set harga,Top Up Digital,OVO
11,173.500,175000,Set harga,Top Up Digital,OVO
12,198.500,200000,Set harga,Top Up Digital,OVO
13,248.500,250000,Set harga,Top Up Digital,OVO
14,298.500,300000,Set harga,Top Up Digital,OVO
15,348.500,350000,Set harga,Top Up Digital,OVO
9,398.500,400000,Set harga,Top Up Digital,OVO
10,448.500,450000,Set harga,Top Up Digital,OVO
11,498.500,500000,Set harga,Top Up Digital,OVO
12,598.500,600000,Set harga,Top Up Digital,OVO
13,698.500,700000,Set harga,Top Up Digital,OVO
14,748.500,750000,Set harga,Top Up Digital,OVO
15,798.500,800000,Set harga,Top Up Digital,OVO
7,898.500,900000,Set harga,Top Up Digital,OVO
8,998.500,1000000,Set harga,Top Up Digital,OVO
0,350.000,351500,Set harga,Top Up Digital,GoPay Customer
1,400.000,401500,Set harga,Top Up Digital,GoPay Customer
2,450.000,451500,Set harga,Top Up Digital,GoPay Customer
3,500.000,501500,Set harga,Top Up Digital,GoPay Customer
4,600.000,601500,Set harga,Top Up Digital,GoPay Customer
5,700.000,701500,Set harga,Top Up Digital,GoPay Customer
6,750.000,751500,Set harga,Top Up Digital,GoPay Customer
7,800.000,801500,Set harga,Top Up Digital,GoPay Customer
8,900.000,901500,Set harga,Top Up Digital,GoPay Customer
9,1.000.000,1001500,Set harga,Top Up Digital,GoPay Customer
0,250.000,251000,Set harga,Top Up Digital,GoPay Driver
1,300.000,301000,Set harga,Top Up Digital,GoPay Driver
2,400.000,400800,Set harga,Top Up Digital,GoPay Driver
3,500.000,501000,Set harga,Top Up Digital,GoPay Driver
4,600.000,600800,Set harga,Top Up Digital,GoPay Driver
5,700.000,700800,Set harga,Top Up Digital,GoPay Driver
6,800.000,800800,Set harga,Top Up Digital,GoPay Driver
7,900.000,900800,Set harga,Top Up Digital,GoPay Driver
8,1.000.000,1000800,Set harga,Top Up Digital,GoPay Driver
0,249.000,250700,Set harga,Top Up Digital,LinkAja
1,299.000,300700,Set harga,Top Up Digital,LinkAja
2,399.000,400800,Set harga,Top Up Digital,LinkAja
3,499.000,500900,Set harga,Top Up Digital,LinkAja
4,599.000,600900,Set harga,Top Up Digital,LinkAja
5,699.000,700900,Set harga,Top Up Digital,LinkAja
6,799.000,800900,Set harga,Top Up Digital,LinkAja
7,899.000,900900,Set harga,Top Up Digital,LinkAja
8,999.000,1001000,Set harga,Top Up Digital,LinkAja
9,2.000.000,2001100,Set harga,Top Up Digital,LinkAja
10,3.000.000,3001100,Set harga,Top Up Digital,LinkAja
0,35.000,36000,Set harga,Top Up Digital,DANA
1,40.000,41000,Set harga,Top Up Digital,DANA
2,45.000,46000,Set harga,Top Up Digital,DANA
3,50.000,51000,Set harga,Top Up Digital,DANA
4,55.000,56000,Set harga,Top Up Digital,DANA
5,60.000,61000,Set harga,Top Up Digital,DANA
6,65.000,66000,Set harga,Top Up Digital,DANA
7,70.000,71000,Set harga,Top Up Digital,DANA
8,75.000,76000,Set harga,Top Up Digital,DANA
9,80.000,81000,Set harga,Top Up Digital,DANA
10,85.000,86000,Set harga,Top Up Digital,DANA
11,90.000,91000,Set harga,Top Up Digital,DANA
12,95.000,96000,Set harga,Top Up Digital,DANA
13,100.000,101000,Set harga,Top Up Digital,DANA
14,150.000,151000,Set harga,Top Up Digital,DANA
15,200.000,201000,Set harga,Top Up Digital,DANA
10,250.000,251000,Set harga,Top Up Digital,DANA
11,300.000,301000,Set harga,Top Up Digital,DANA
12,350.000,351000,Set harga,Top Up Digital,DANA
13,400.000,401000,Set harga,Top Up Digital,DANA
14,500.000,501000,Set harga,Top Up Digital,DANA
15,600.000,601000,Set harga,Top Up Digital,DANA
9,700.000,701000,Set harga,Top Up Digital,DANA
10,800.000,801000,Set harga,Top Up Digital,DANA
11,900.000,901000,Set harga,Top Up Digital,DANA
12,1.000.000,1001000,Set harga,Top Up Digital,DANA
0,90.000,91400,Set harga,Top Up Digital,Shopee Pay
1,95.000,96400,Set harga,Top Up Digital,Shopee Pay
2,100.000,101400,Set harga,Top Up Digital,Shopee Pay
3,150.000,151400,Set harga,Top Up Digital,Shopee Pay
4,200.000,201400,Set harga,Top Up Digital,Shopee Pay
5,250.000,251400,Set harga,Top Up Digital,Shopee Pay
6,300.000,301400,Set harga,Top Up Digital,Shopee Pay
7,400.000,401400,Set harga,Top Up Digital,Shopee Pay
8,500.000,501400,Set harga,Top Up Digital,Shopee Pay
9,600.000,601400,Set harga,Top Up Digital,Shopee Pay
10,700.000,701400,Set harga,Top Up Digital,Shopee Pay
11,800.000,801400,Set harga,Top Up Digital,Shopee Pay
12,900.000,901400,Set harga,Top Up Digital,Shopee Pay
13,1.000.000,1001400,Set harga,Top Up Digital,Shopee Pay
0,50.000,51000,Set harga,Top Up Digital,Grab Driver
1,100.000,101500,Set harga,Top Up Digital,Grab Driver
2,150.000,151500,Set harga,Top Up Digital,Grab Driver
3,200.000,202000,Set harga,Top Up Digital,Grab Driver
4,250.000,252000,Set harga,Top Up Digital,Grab Driver
0,20.000,20090,Set harga,Token Listrik,PLN
1,50.000,50090,Set harga,Token Listrik,PLN
2,100.000,100090,Set harga,Token Listrik,PLN
3,200.000,200090,Set harga,Token Listrik,PLN
4,500.000,500090,Set harga,Token Listrik,PLN
5,1.000.000,1000090,Set harga,Token Listrik,PLN
