iter	Logloss
386	0.4033650376
387	0.4031094529
388	0.4027096906
389	0.4023576271
390	0.4021767143
391	0.4018075297
392	0.4014933428
393	0.401188077
394	0.4008420809
395	0.4004422886
396	0.39995617
397	0.399384386
398	0.3989192031
399	0.3986082903
400	0.3982894777
401	0.3979025413
402	0.3973455654
403	0.3969823282
404	0.3963663897
405	0.3959783419
406	0.3955535588
407	0.3951731404
408	0.3947311762
409	0.3944539348
410	0.394144674
411	0.3938499511
412	0.3933482433
413	0.3927964338
414	0.3923448578
415	0.3919662716
416	0.3916808001
417	0.3914997672
418	0.3911917979
419	0.3908351388
420	0.3904384703
421	0.3900660117
422	0.3897746529
423	0.3894018939
424	0.3891005929
425	0.3887374157
426	0.3882759875
427	0.3879660058
428	0.3876757284
429	0.3873919389
430	0.3867456331
431	0.3862768459
432	0.3860228231
433	0.3855676125
434	0.3849847148
435	0.3846408213
436	0.3840224499
437	0.3837225606
438	0.3833715484
439	0.3829581794
440	0.3824639508
441	0.3820291955
442	0.3816838602
443	0.3814906924
444	0.3812395531
445	0.3806389636
446	0.3801810197
447	0.3798095823
448	0.3794782443
449	0.3791779045
450	0.3786523173
451	0.3783894336
452	0.3779761547
453	0.3775852534
454	0.3772289847
455	0.376875179
456	0.3763534065
457	0.3760819322
458	0.3758027685
459	0.375372759
460	0.3749592098
461	0.3745668066
462	0.3744011226
463	0.3740486085
464	0.3735426054
465	0.37332706
466	0.3729047099
467	0.3724323183
468	0.3719932977
469	0.3715762341
470	0.3712860468
471	0.3708474167
472	0.370427019
473	0.3699457364
474	0.3696274044
475	0.369389091
476	0.369114613
477	0.3687709298
478	0.3683352733
479	0.3679446724
480	0.3675663565
481	0.3673388564
482	0.3668542697
483	0.3665038882
484	0.3660737285
485	0.3656843291
486	0.3652623695
487	0.3650301836
488	0.3645253219
489	0.3642394899
490	0.3640205503
491	0.3637527406
492	0.3633113471
493	0.3628379041
494	0.3624605194
495	0.3618984072
496	0.3616522842
497	0.361433675
498	0.3610661424
499	0.3607973414
500	0.3605185681
501	0.360113219
502	0.3599194805
503	0.3596172783
504	0.3593599515
505	0.3590602725
506	0.3587531743
507	0.3584051057
508	0.3581346827
509	0.3579469516
510	0.3576239638
511	0.3574417895
512	0.3570023184
513	0.3568456455
514	0.3564914493
515	0.3563386211
516	0.3559840645
517	0.3557196189
518	0.3553403719
519	0.3549872571
520	0.3547514067
521	0.3545360415
522	0.3542754406
523	0.353980177
524	0.3535369513
525	0.3532120111
526	0.3530146681
527	0.3527813709
528	0.3522929394
529	0.3520202036
530	0.3517310075
531	0.3515039579
532	0.3513160465
533	0.3509061918
534	0.3506893248
535	0.350470986
536	0.3502706393
537	0.3499072218
538	0.3495351536
539	0.3491931525
540	0.3488973482
541	0.3485358531
542	0.3481393649
543	0.3477973938
544	0.3474881931
545	0.3472107715
546	0.3470002723
547	0.3466359536
548	0.3463163301
549	0.3460069491
550	0.3455948417
551	0.3453872561
552	0.3450920225
553	0.3448989448
554	0.3444862065
555	0.3441873085
556	0.3439550024
557	0.3437526433
558	0.343462516
559	0.3431495606
560	0.342963091
561	0.3427126426
562	0.3424102303
563	0.3422310296
564	0.3419689269
565	0.3416497538
566	0.3412362647
567	0.3409268237
568	0.3406044667
569	0.3404071237
570	0.3401663172
571	0.339821042
572	0.3394034378
573	0.3390094427
574	0.3387884906
575	0.3384846064
576	0.3381099551
577	0.3376370227
578	0.3373771127
579	0.3371720802
580	0.3367335702
581	0.3365470406
582	0.3362023061
583	0.3360115111
584	0.335688974
585	0.3353663167
586	0.3349308404
587	0.3345616859
588	0.334499269
589	0.3342040355
590	0.3339182336
591	0.3336650218
592	0.3334216621
593	0.3330760866
594	0.3326586926
595	0.3323779669
596	0.331984152
597	0.331695857
598	0.3314249234
599	0.3311911756
600	0.3309493178
601	0.3306834904
602	0.3302964639
603	0.3299444604
604	0.3297340513
605	0.3293930414
606	0.329078404
607	0.3288042564
608	0.3285909037
609	0.3284011901
610	0.328221659
611	0.327813156
612	0.3275941263
613	0.3272867278
614	0.3267962538
615	0.3264922195
616	0.326310766
617	0.3261370321
618	0.3258351604
619	0.3256322005
620	0.3251574058
621	0.3248762897
622	0.3245887156
623	0.3242839903
624	0.3240935258
625	0.3239571278
626	0.3238241241
627	0.3234408221
628	0.3231248931
629	0.3228390611
630	0.3224008515
631	0.3221587234
632	0.3219344973
633	0.3216585775
634	0.3214203542
635	0.3211528147
636	0.3209403631
637	0.3205925048
638	0.3203205199
639	0.3200628025
640	0.319731825
641	0.3194918295
642	0.3191924208
643	0.3188143452
644	0.3184819559
645	0.3181781619
646	0.317702346
647	0.3174085542
648	0.3171008253
649	0.3167902428
650	0.3165824169
651	0.3164044177
652	0.3160227678
653	0.3157482598
654	0.3154456672
655	0.315281485
656	0.3149813855
657	0.3146453016
658	0.3144825612
659	0.3140961054
660	0.3138542476
661	0.3134469761
662	0.313230049
663	0.3130494065
664	0.3123909057
665	0.3121924513
666	0.3118071669
667	0.3115622152
668	0.3112614249
669	0.3109371756
670	0.3107129795
671	0.3104101767
672	0.3100058188
673	0.3097103149
674	0.3094596863
675	0.3091742748
676	0.3087549885
677	0.3084957694
678	0.3082955428
679	0.3080170399
680	0.3076801751
681	0.3073201217
682	0.3070968868
683	0.3068180234
684	0.3065945182
685	0.3064021614
686	0.3061956571
687	0.305838247
688	0.3055841341
689	0.3052636695
690	0.3050676781
691	0.3047294316
692	0.3044551939
693	0.3040062011
694	0.3036993432
695	0.3033157108
696	0.303081963
697	0.3027144304
698	0.3025688111
699	0.3022934921
700	0.302037577
701	0.3018186074
702	0.3015360795
703	0.3013231172
704	0.3010301365
705	0.300842946
706	0.3006165572
707	0.3003952147
708	0.3002656952
709	0.2999971345
710	0.2997405285
711	0.2995198167
712	0.2992428757
713	0.2990607014
714	0.2987811772
715	0.2984614335
716	0.2982830138
717	0.298070412
718	0.2977339377
719	0.2975836326
720	0.2974384638
721	0.2971254484
722	0.2968584196
723	0.2966956792
724	0.2964389831
725	0.2960666146
726	0.2957637517
727	0.2955137839
728	0.2952814478
729	0.2951091856
730	0.2947962904
731	0.2946289843
732	0.2943670318
733	0.2941213893
734	0.293799513
735	0.2934723201
736	0.2930875763
737	0.2928650022
738	0.2925722017
739	0.2923287219
740	0.2921682042
741	0.2919335253
742	0.2917251587
743	0.2914494792
744	0.2912702185
745	0.2910225335
746	0.2907215629
747	0.2904943031
748	0.2902318699
749	0.2900251854
750	0.289620407
751	0.2893334036
752	0.2891144039
753	0.2887169245
754	0.2884849188
755	0.2882249787
756	0.2880629292
757	0.2877691674
758	0.2874313415
759	0.2872402161
760	0.287024941
761	0.286756921
762	0.2864859573
763	0.2862982562
764	0.2860344113
765	0.2858123779
766	0.2855831056
767	0.2853346997
768	0.285121347
769	0.2849235535
770	0.2846800436
771	0.2844989807
772	0.2842168132
773	0.2840327165
774	0.2837127926
775	0.2834203525
776	0.2831868149
777	0.2830226628
778	0.2827717038
779	0.2826275262
780	0.2823766874
781	0.2818830595
782	0.2817016662
783	0.2815346305
784	0.2812420702
785	0.280857717
786	0.2806910718
787	0.2804594866
788	0.2800823422
789	0.2798484742
790	0.2795711427
791	0.2793789961
792	0.2791942687
793	0.2788149616
794	0.2785168145
795	0.2782291502
796	0.2779500466
797	0.2776743371
798	0.2773576872
799	0.2770138838
800	0.2768230588
801	0.2765875388
802	0.2762160113
803	0.2760527603
804	0.2757838092
805	0.2755642688
806	0.2753761472
807	0.2751630648
808	0.2750192477
809	0.274775047
810	0.2746099637
811	0.274424245
812	0.2741403955
813	0.2738718949
814	0.2737111369
815	0.273400134
816	0.2731402239
817	0.2729288537
818	0.2727229201
819	0.2724024255
820	0.2720694354
821	0.2718551516
822	0.2715839476
823	0.2713705949
824	0.2710808882
825	0.2708104652
826	0.2705723019
827	0.2703983577
828	0.2701664722
829	0.2698643301
830	0.2695891613
831	0.2692089531
832	0.2690304433
833	0.2688538559
834	0.2687176682
835	0.2683531994
836	0.2681143453
837	0.2679272749
838	0.2676151906
839	0.2672949363
840	0.2670408534
841	0.2668043122
842	0.2665228055
843	0.2663230596
844	0.2660484014
845	0.2658823569
846	0.2656709566
847	0.2655060836
848	0.2653476985
849	0.2651186966
850	0.2648496853
851	0.2646612933
852	0.2644560506
853	0.2641881207
854	0.2640501608
855	0.2637566394
856	0.2635373093
857	0.2633766715
858	0.2629673274
859	0.2626734456
860	0.2624158484
861	0.2620363611
862	0.2617814672
863	0.2614742489
864	0.2612067996
865	0.2609542486
866	0.2605508219
867	0.2602388878
868	0.2599749528
869	0.259781845
870	0.2596753338
871	0.259354689
872	0.2591345479
873	0.2588531614
874	0.2585845707
875	0.2582179392
876	0.2578692999
877	0.2576266311
878	0.257318752
879	0.2572237751
880	0.2569138234
881	0.2566596805
882	0.2564537469
883	0.2562786913
884	0.2561526261
885	0.2559346477
886	0.2556944719
887	0.2554803983
888	0.2553036006
889	0.2549416249
890	0.2545618373
891	0.2543322345
892	0.2540891152
893	0.2538783757
894	0.2537139232
895	0.2535574004
896	0.2532723494
897	0.2531062449
898	0.2528416191
899	0.2524727649
900	0.2523142897
901	0.2520297193
902	0.2517401628
903	0.2515768817
904	0.2513849904
905	0.2512467902
906	0.2509885473
907	0.2506840323
908	0.2505158101
909	0.2502270195
910	0.2500869721
911	0.2498463308
912	0.2496018147
913	0.2493135648
914	0.249198478
915	0.2489347533
916	0.2487325143
917	0.2485447531
918	0.2483545138
919	0.2481020529
920	0.2479273578
921	0.2477851477
922	0.2475474801
923	0.2472367925
924	0.2469837459
925	0.2466823548
926	0.2464729219
927	0.2462485456
928	0.2460923833
929	0.2457959483
930	0.2454116851
931	0.2452333555
932	0.2450698792
933	0.2448583588
934	0.2445591604
935	0.2443885803
936	0.2441171661
937	0.2438603499
938	0.2435654467
939	0.2433720386
940	0.2431836166
941	0.2430325606
942	0.2428871665
943	0.2427359003
944	0.2425803688
945	0.2423737894
946	0.2421540388
947	0.2418524975
948	0.2416177284
949	0.2414267232
950	0.2412103968
951	0.2411049069
952	0.2409946862
953	0.2407851782
954	0.2405373731
955	0.2402540492
956	0.2400142489
957	0.2398667373
958	0.2396102064
959	0.2394145605
960	0.2391691133
961	0.2390550929
962	0.2388880272
963	0.2388078885
964	0.2385647992
965	0.2382795679
966	0.2381268449
967	0.2379275495
968	0.237713551
969	0.2375994104
970	0.2373415429
971	0.2371248861
972	0.2369956069
973	0.2367513011
974	0.2365500983
975	0.2363810502
976	0.2360769257
977	0.2358853047
978	0.2356247189
979	0.2353203841
980	0.2352333519
981	0.235019849
982	0.2348188415
983	0.2346355258
984	0.2343527576
985	0.234162248
986	0.2340549559
987	0.2338818227
988	0.2335750249
989	0.2333399405
990	0.2331750675
991	0.2329312122
992	0.232690646
993	0.2325342584
994	0.2323250958
995	0.2321946602
996	0.2319766067
997	0.231660137
998	0.2314143444
999	0.2313644529
